,bias,bias_std_err,tau,phi_S2S,phi_C2C,phi_w,sigma
pSA_1.431458937523,-0.4333424237279136,0.12128007762707264,0.4496396698557682,0.2982527481835098,0.14751563991148156,0.32194533137504006,0.6453992523389677
pSA_1.482020705799,-0.4502332998667525,0.12675923735909034,0.4497488458053098,0.3033226257199088,0.15592746065892285,0.3207314238104283,0.6492000144669073
pSA_1.534368408930,-0.4691246251511836,0.12830446113666424,0.44966540867384014,0.3093464361585542,0.15786029689718134,0.31592080839674486,0.6500923225483664
pSA_1.588565129428,-0.48685012826278246,0.12882468806148753,0.4494246387656414,0.3090824345828141,0.15877941758967937,0.31154905513099274,0.647910622308663
pSA_1.644676177995,-0.5004223329931523,0.12424830652235967,0.44730469782613114,0.3081772205649572,0.1515433264835039,0.30694444710774355,0.6420552666121764
pSA_1.702769172226,-0.5115986117082961,0.11450595001340971,0.4468770329273889,0.30993358903888885,0.13519361579377068,0.30571722691257547,0.6383558950577822
pSA_1.762914118096,-0.5203861394416529,0.10478428741151743,0.44758111299816145,0.3117565133709234,0.11815586321965002,0.3066650668112199,0.6368086428098934
pSA_1.825183494319,-0.5274682121779172,0.09696186738793693,0.4486114836075514,0.31589556220526427,0.1032741803299872,0.30986041486851834,0.6385305806857408
pSA_1.889652339691,-0.5371622062509419,0.08643512221753914,0.4496976150292636,0.32255933110190366,0.08122865057826503,0.3112265393399894,0.6401035224932191
pSA_1.956398343517,-0.5482209866353452,0.07623906780309375,0.4501950012594239,0.3249036876024265,0.05688886553152084,0.3129192940281775,0.6398380834032813
pSA_2.025501939231,-0.5587492313784573,0.07092777776436243,0.4515734665404305,0.32012795964731144,0.043013639531178524,0.3134689876825711,0.6375841008492495
pSA_2.097046401323,-0.5629528622228274,0.06406930504626558,0.4553136804535334,0.3197247731212257,0.005586485078626521,0.31227703370853566,0.6380302757337595
pSA_2.171117945695,-0.5634966950629449,0.06368379837180138,0.4588382396609087,0.3169037159922154,0.000103565521359229,0.31110854101223673,0.6385522926130451
pSA_2.247805833549,-0.5631375543028296,0.06280894868854736,0.4607279795271319,0.30984654154751035,0.0,0.3108300073537783,0.6363100218444279
pSA_2.327202478960,-0.5630780202005743,0.06181010654918229,0.4617259619583784,0.3019558300626009,0.0023306010373915264,0.3097773203935289,0.6327207971819598
pSA_2.409403560240,-0.5639980378398557,0.06034038609758643,0.4631862592496218,0.29072324661858645,1.2326861662663415e-05,0.30756224617183225,0.6274201561189467
pSA_2.494508135230,-0.5631720369476529,0.05926495792021137,0.4633895362923078,0.28270400140692814,2.003605611371414e-05,0.3043998195750386,0.6223428840401792
pSA_2.582618760683,-0.5600311254140425,0.0586726703592749,0.46281913503295236,0.27872444280539077,0.0,0.30002165091356875,0.6179820853283119
pSA_2.673841615840,-0.5530159520552568,0.05829091788617872,0.4627537727739859,0.27611860754968104,0.0,0.296532562875565,0.6150724351629517
pSA_2.768286630392,-0.5436228743683231,0.05734995855713714,0.46295449180482473,0.26902765242612625,2.645959263908896e-05,0.2934609177018134,0.6105915575658385
pSA_2.866067616948,-0.5344520259178388,0.056296312700636425,0.4642408744720197,0.26051811270771724,0.0,0.29156857611536297,0.6069608810765951
pSA_2.967302408189,-0.5229982143373313,0.05513327625202898,0.4638088843830743,0.25144847483230154,0.0,0.29150061644976044,0.6027583480290861
pSA_3.072112998862,-0.5091944638687961,0.05406041593114394,0.46116779357553866,0.24373794198629178,6.231621374272921e-05,0.2918545769798709,0.5977148284779736
pSA_3.180625692794,-0.4901281819444787,0.05340938996426827,0.4584220650535527,0.2395198203605831,0.0,0.29124706098515646,0.5935868804193882
pSA_3.292971255097,-0.46976561459537697,0.05285430892590972,0.4549804482579429,0.23625943447555633,6.4427135591881335e-06,0.2911782956717184,0.5895850477984526
pSA_3.409285069747,-0.448583507302576,0.052093775735310634,0.4508474518605999,0.2316536722996142,0.0,0.290335859298741,0.5841419005120514
pSA_3.529707302731,-0.4300499522201452,0.05103765771925446,0.4454625614457385,0.22514986980390875,3.686603628300588e-06,0.28880068300974104,0.5766586442974729
